"module","domain","method","kind","sourceFile","line","status","priority","notes"
"MPPROC","","XLOGEMAIL","PROCEDURE","MPPROC.PRG","2469","todo","",""
"MPPROC","","XINSERT_T0_PE","PROCEDURE","MPPROC.PRG","2524","todo","",""
"MPPROC","","XVIEWEMAIL","PROCEDURE","MPPROC.PRG","2664","todo","",""
"MPPROC","","XVIEWEMAILXXXX","PROCEDURE","MPPROC.PRG","2798","todo","",""
"MPPROC","","XVIEWBOL","PROCEDURE","MPPROC.PRG","2941","todo","",""
"MPPROC","","XVIEWBOLXXXX","PROCEDURE","MPPROC.PRG","3032","todo","",""
"MPPROC","","XNAVCOUNT","PROCEDURE","MPPROC.PRG","3116","todo","",""
"MPPROC","","XFIRSTEMAIL","PROCEDURE","MPPROC.PRG","3268","todo","",""
"MPPROC","","XBOOKEMAIL","PROCEDURE","MPPROC.PRG","3478","todo","",""
"MPPROC","","XBODY","PROCEDURE","MPPROC.PRG","3713","todo","",""
"MPPROC","","XOUTGOING","PROCEDURE","MPPROC.PRG","3779","todo","",""
"MPPROC","","XBLDAUTOZONE","PROCEDURE","MPPROC.PRG","3827","todo","",""
"MPPROC","","XAUTOZONE_AB","PROCEDURE","MPPROC.PRG","3847","todo","",""
"MPPROC","","XAUTOZONE_A","PROCEDURE","MPPROC.PRG","3891","todo","",""
"MPPROC","","XAUTOZONE_B","PROCEDURE","MPPROC.PRG","3968","todo","",""
"MPPROC","","XGOTLEAD","PROCEDURE","MPPROC.PRG","4026","todo","",""
"MPPROC","","XNEXTJOBNO","PROCEDURE","MPPROC.PRG","4065","todo","",""
"MPPROC","","XSTARTDEPT","PROCEDURE","MPPROC.PRG","4101","todo","",""
"MPPROC","","XMOVESIZE","PROCEDURE","MPPROC.PRG","4120","todo","",""
"MPPROC","","XDTARIFF_AB","PROCEDURE","MPPROC.PRG","4164","todo","",""
"MPPROC","","XDTARIFF_A","PROCEDURE","MPPROC.PRG","4210","todo","",""
"MPPROC","","XDTARIFF_B","PROCEDURE","MPPROC.PRG","4282","todo","",""
"MPPROC","","XDTARIFFPRC","PROCEDURE","MPPROC.PRG","4333","todo","",""
"MPPROC","","XDVALIDRATE","PROCEDURE","MPPROC.PRG","4417","todo","",""
"MPPROC","","XUPD_DMAINID","PROCEDURE","MPPROC.PRG","4535","todo","",""
"MPPROC","","XDtestRate","PROCEDURE","MPPROC.PRG","4667","todo","",""
"MPPROC","","XCOMPLETION","PROCEDURE","MPPROC.PRG","4876","todo","",""
"MPPROC","","XCOMPLETEINTLX","PROCEDURE","MPPROC.PRG","5041","todo","",""
"MPPROC","","XOPERATIONLISTYYYYYY","PROCEDURE","MPPROC.PRG","5126","todo","",""
"MPPROC","","XOPERATIONLIST","PROCEDURE","MPPROC.PRG","5189","todo","",""
"MPPROC","","XOPERATIONTRUCK","PROCEDURE","MPPROC.PRG","5253","todo","",""
"MPPROC","","XAGENTTRIP","PROCEDURE","MPPROC.PRG","5326","todo","",""
"MPPROC","","XREMID","PROCEDURE","MPPROC.PRG","5402","todo","",""
"MPPROC","","XREM_A","PROCEDURE","MPPROC.PRG","5479","todo","",""
"MPPROC","","XREM_B","PROCEDURE","MPPROC.PRG","5499","todo","",""
"MPPROC","","XCNO","PROCEDURE","MPPROC.PRG","5567","todo","",""
"MPPROC","","XCALCTIME","PROCEDURE","MPPROC.PRG","5601","todo","",""
"MPPROC","","XCLEANIRREGULAR","PROCEDURE","MPPROC.PRG","5652","todo","",""
"MPPROC","","XCLEANIRREGULAR_AZ","PROCEDURE","MPPROC.PRG","5687","todo","",""
"MPPROC","","XCLEANDIGIT","PROCEDURE","MPPROC.PRG","5711","todo","",""
"MPPROC","","XCLEANEMAIL","PROCEDURE","MPPROC.PRG","5738","todo","",""
"MPPROC","","XONLYNUMERIC","PROCEDURE","MPPROC.PRG","5774","todo","",""
"MPPROC","","XFOXERROR","PROCEDURE","MPPROC.PRG","5800","todo","",""
"MPPROC","","XSQLERROR","PROCEDURE","MPPROC.PRG","5864","todo","",""
"MPPROC","","XPrivateVariables","PROCEDURE","MPPROC.PRG","5906","todo","",""
"MPPROC","","REMOVENULL","PROCEDURE","MPPROC.PRG","5934","todo","",""
"MPPROC","","XLOGBOOKING","PROCEDURE","MPPROC.PRG","5970","todo","",""
"MPPROC","","XCompileZZList","PROCEDURE","MPPROC.PRG","6050","todo","",""
"MPPROC","","XCompileTrans","PROCEDURE","MPPROC.PRG","6105","todo","",""
"MPPROC","","XCompileImages","PROCEDURE","MPPROC.PRG","6165","todo","",""
"MPPROC","","XLOGADMIN","PROCEDURE","MPPROC.PRG","6219","todo","",""
"MPPROC","","XPHONE10","PROCEDURE","MPPROC.PRG","6243","todo","",""
"MPPROC","","XPAYSUM","PROCEDURE","MPPROC.PRG","6274","todo","",""
"MPPROC","","CHR2NUM","PROCEDURE","MPPROC.PRG","6301","todo","",""
"MPPROC","","XQUIT","PROCEDURE","MPPROC.PRG","6319","todo","",""
"MPPROC","","XFVP","PROCEDURE","MPPROC.PRG","6328","todo","",""
"MPPROC","","XQA","PROCEDURE","MPPROC.PRG","6375","todo","",""
"MPPROC","","XINSERTQA","PROCEDURE","MPPROC.PRG","6391","todo","",""
"MPPROC","","XUPDJOBS","PROCEDURE","MPPROC.PRG","6457","todo","",""
"MPPROC","","XGOTNEW","PROCEDURE","MPPROC.PRG","6489","todo","",""
"MPPROC","","XHITS_INSERT","PROCEDURE","MPPROC.PRG","6510","todo","",""
"MPPROC","","XFUALERT","PROCEDURE","MPPROC.PRG","6528","todo","",""
"MPPROC","","XCOOKIEMSG","PROCEDURE","MPPROC.PRG","6550","todo","",""
"MPPROC","","XUPDDATE","PROCEDURE","MPPROC.PRG","6588","todo","",""
"MPPROC","","XBLKDATES","PROCEDURE","MPPROC.PRG","6616","todo","",""
"MPPROC","","XBLKDAY","PROCEDURE","MPPROC.PRG","6679","todo","",""
"MPPROC","","XBLKVISUAL","PROCEDURE","MPPROC.PRG","6713","todo","",""
"MPPROC","","XBLKVISDATES","PROCEDURE","MPPROC.PRG","6736","todo","",""
"MPPROC","","XFROMSQL","PROCEDURE","MPPROC.PRG","6776","todo","",""
"MPPROC","","XKILLAUTOREFRESH","PROCEDURE","MPPROC.PRG","6809","todo","",""
"MPPROC","","XUPD_CST_JOBS","PROCEDURE","MPPROC.PRG","6840","todo","",""
"MPPROC","","XPAGINGPROC","PROCEDURE","MPPROC.PRG","6958","todo","",""
"MPPROC","","XPAGINGPROCSSS","PROCEDURE","MPPROC.PRG","7021","todo","",""
"MPPROC","","XPAGINGXXX","PROCEDURE","MPPROC.PRG","7103","todo","",""
"MPPROC","","XBLD_BOL","PROCEDURE","MPPROC.PRG","7130","todo","",""
"MPPROC","","XVALIDUSER","PROCEDURE","MPPROC.PRG","7219","todo","",""
"MPPROC_FIX","","l_gentxt","FUNCTION","MPPROC_FIX.prg","21","todo","",""
"MPPROC_FIX","","XNEWCOOKIE","PROCEDURE","MPPROC_FIX.prg","184","todo","",""
"MPPROC_FIX","","XDISTANCE","PROCEDURE","MPPROC_FIX.prg","263","todo","",""
"MPPROC_FIX","","XCITYSTATE","PROCEDURE","MPPROC_FIX.prg","313","todo","",""
"MPPROC_FIX","","XDATE","PROCEDURE","MPPROC_FIX.prg","351","todo","",""
"MPPROC_FIX","","XCDATE","PROCEDURE","MPPROC_FIX.prg","389","todo","",""
"MPPROC_FIX","","XMONTH","PROCEDURE","MPPROC_FIX.prg","424","todo","",""
"MPPROC_FIX","","XBELL","PROCEDURE","MPPROC_FIX.prg","453","todo","",""
"MPPROC_FIX","","XTARIFF","PROCEDURE","MPPROC_FIX.prg","470","todo","",""
"MPPROC_FIX","","XTARIFDISC","PROCEDURE","MPPROC_FIX.prg","518","todo","",""
"MPPROC_FIX","","XTPERIODS","PROCEDURE","MPPROC_FIX.prg","706","todo","",""
"MPPROC_FIX","","XDPERIODS","PROCEDURE","MPPROC_FIX.prg","735","todo","",""
"MPPROC_FIX","","XVALIDCREDIT","PROCEDURE","MPPROC_FIX.prg","782","todo","",""
"MPPROC_FIX","","XVALIDPHONE","PROCEDURE","MPPROC_FIX.prg","810","todo","",""
"MPPROC_FIX","","XVALIDESTPHONE","PROCEDURE","MPPROC_FIX.prg","838","todo","",""
"MPPROC_FIX","","XPHONEVALID","PROCEDURE","MPPROC_FIX.prg","855","todo","",""
"MPPROC_FIX","","XESTLOG","PROCEDURE","MPPROC_FIX.prg","875","todo","",""
"MPPROC_FIX","","XEST_LOG","PROCEDURE","MPPROC_FIX.prg","932","todo","",""
"MPPROC_FIX","","XPERHRS","PROCEDURE","MPPROC_FIX.prg","958","todo","",""
"MPPROC_FIX","","XSCHED","PROCEDURE","MPPROC_FIX.prg","1046","todo","",""
"MPPROC_FIX","","XRESCHED","PROCEDURE","MPPROC_FIX.prg","1079","todo","",""
"MPPROC_FIX","","XBUILDSCHED","PROCEDURE","MPPROC_FIX.prg","1100","todo","",""
"MPPROC_FIX","","XMPW","PROCEDURE","MPPROC_FIX.prg","1122","todo","",""
"MPPROC_FIX","","XBLDMPW","PROCEDURE","MPPROC_FIX.prg","1217","todo","",""
"MPPROC_FIX","","XMPWSQL","PROCEDURE","MPPROC_FIX.prg","1268","todo","",""
"MPPROC_FIX","","XBLDMPW_SQL","PROCEDURE","MPPROC_FIX.prg","1444","todo","",""
"MPPROC_FIX","","XPRNEST","PROCEDURE","MPPROC_FIX.prg","1502","todo","",""
"MPPROC_FIX","","XRETRIVEHISTORY","PROCEDURE","MPPROC_FIX.prg","1557","todo","",""
"MPPROC_FIX","","XNEWREFNO","PROCEDURE","MPPROC_FIX.prg","1617","todo","",""
"MPPROC_FIX","","XUPDDATA","PROCEDURE","MPPROC_FIX.prg","1653","todo","",""
"MPPROC_FIX","","XTRIPADD","PROCEDURE","MPPROC_FIX.prg","1697","todo","",""
"MPPROC_FIX","","XBLDTRIPSXXXX","PROCEDURE","MPPROC_FIX.prg","1792","todo","",""
"MPPROC_FIX","","XUPDTRIPS","PROCEDURE","MPPROC_FIX.prg","1849","todo","",""
"MPPROC_FIX","","XBLDINV","PROCEDURE","MPPROC_FIX.prg","1917","todo","",""
"MPPROC_FIX","","XBLDINVYYYYYYYY","PROCEDURE","MPPROC_FIX.prg","1963","todo","",""
"MPPROC_FIX","","XBUILDINV","PROCEDURE","MPPROC_FIX.prg","2008","todo","",""
"MPPROC_FIX","","XBLD_PRNINV","PROCEDURE","MPPROC_FIX.prg","2122","todo","",""
"MPPROC_FIX","","XINVNOLOAD","PROCEDURE","MPPROC_FIX.prg","2175","todo","",""
"MPPROC_FIX","","XBLDMAT","PROCEDURE","MPPROC_FIX.prg","2290","todo","",""
"MPPROC_FIX","","XBLDOPRMAT","PROCEDURE","MPPROC_FIX.prg","2319","todo","",""
"MPPROC_FIX","","XADDRESS","PROCEDURE","MPPROC_FIX.prg","2348","todo","",""
"MPPROC_FIX","","XSTATEONUP","PROCEDURE","MPPROC_FIX.prg","2415","todo","",""
"MPPROC_FIX","","XLOGEMAIL","PROCEDURE","MPPROC_FIX.prg","2517","todo","",""
"MPPROC_FIX","","XINSERT_T0_PE","PROCEDURE","MPPROC_FIX.prg","2572","todo","",""
"MPPROC_FIX","","XVIEWEMAIL","PROCEDURE","MPPROC_FIX.prg","2705","todo","",""
"MPPROC_FIX","","XVIEWBOL","PROCEDURE","MPPROC_FIX.prg","2847","todo","",""
"MPPROC_FIX","","XNAVCOUNT","PROCEDURE","MPPROC_FIX.prg","2923","todo","",""
"MPPROC_FIX","","XFIRSTEMAIL","PROCEDURE","MPPROC_FIX.prg","3075","todo","",""
"MPPROC_FIX","","XBOOKEMAIL","PROCEDURE","MPPROC_FIX.prg","3283","todo","",""
"MPPROC_FIX","","XBODY","PROCEDURE","MPPROC_FIX.prg","3516","todo","",""
"MPPROC_FIX","","XOUTGOING","PROCEDURE","MPPROC_FIX.prg","3580","todo","",""
"MPPROC_FIX","","XBLDAUTOZONE","PROCEDURE","MPPROC_FIX.prg","3628","todo","",""
"MPPROC_FIX","","XAUTOZONE_AB","PROCEDURE","MPPROC_FIX.prg","3648","todo","",""
"MPPROC_FIX","","XAUTOZONE_A","PROCEDURE","MPPROC_FIX.prg","3692","todo","",""
"MPPROC_FIX","","XAUTOZONE_B","PROCEDURE","MPPROC_FIX.prg","3769","todo","",""
"MPPROC_FIX","","XGOTLEAD","PROCEDURE","MPPROC_FIX.prg","3827","todo","",""
"MPPROC_FIX","","XNEXTJOBNO","PROCEDURE","MPPROC_FIX.prg","3866","todo","",""
"MPPROC_FIX","","XSTARTDEPT","PROCEDURE","MPPROC_FIX.prg","3902","todo","",""
"MPPROC_FIX","","XMOVESIZE","PROCEDURE","MPPROC_FIX.prg","3921","todo","",""
"MPPROC_FIX","","XDTARIFF_AB","PROCEDURE","MPPROC_FIX.prg","3965","todo","",""
"MPPROC_FIX","","XDTARIFF_A","PROCEDURE","MPPROC_FIX.prg","4011","todo","",""
"MPPROC_FIX","","XDTARIFF_B","PROCEDURE","MPPROC_FIX.prg","4083","todo","",""
"MPPROC_FIX","","XDTARIFFPRC","PROCEDURE","MPPROC_FIX.prg","4134","todo","",""
"MPPROC_FIX","","XDVALIDRATE","PROCEDURE","MPPROC_FIX.prg","4218","todo","",""
"MPPROC_FIX","","XUPD_DMAINID","PROCEDURE","MPPROC_FIX.prg","4336","todo","",""
"MPPROC_FIX","","XDTARIFFOKXXXXXXXXX","PROCEDURE","MPPROC_FIX.prg","4469","todo","",""
"MPPROC_FIX","","XDtestRate","PROCEDURE","MPPROC_FIX.prg","4500","todo","",""
"MPPROC_FIX","","XCOMPLETION","PROCEDURE","MPPROC_FIX.prg","4709","todo","",""
"MPPROC_FIX","","XCOMPLETEINTLX","PROCEDURE","MPPROC_FIX.prg","4874","todo","",""
"MPPROC_FIX","","XOPERATIONLISTYYYYYY","PROCEDURE","MPPROC_FIX.prg","4959","todo","",""
"MPPROC_FIX","","XOPERATIONLIST","PROCEDURE","MPPROC_FIX.prg","5022","todo","",""
"MPPROC_FIX","","XOPERATIONTRUCK","PROCEDURE","MPPROC_FIX.prg","5086","todo","",""
"MPPROC_FIX","","XAGENTTRIP","PROCEDURE","MPPROC_FIX.prg","5159","todo","",""
"MPPROC_FIX","","XREMID","PROCEDURE","MPPROC_FIX.prg","5235","todo","",""
"MPPROC_FIX","","XREM_A","PROCEDURE","MPPROC_FIX.prg","5312","todo","",""
"MPPROC_FIX","","XREM_B","PROCEDURE","MPPROC_FIX.prg","5332","todo","",""
"MPPROC_FIX","","XCNO","PROCEDURE","MPPROC_FIX.prg","5400","todo","",""
"MPPROC_FIX","","XCALCTIME","PROCEDURE","MPPROC_FIX.prg","5434","todo","",""
"MPPROC_FIX","","XCLEANIRREGULAR","PROCEDURE","MPPROC_FIX.prg","5485","todo","",""
"MPPROC_FIX","","XCLEANIRREGULAR_AZ","PROCEDURE","MPPROC_FIX.prg","5520","todo","",""
"MPPROC_FIX","","XCLEANDIGIT","PROCEDURE","MPPROC_FIX.prg","5544","todo","",""
"MPPROC_FIX","","XCLEANEMAIL","PROCEDURE","MPPROC_FIX.prg","5571","todo","",""
"MPPROC_FIX","","XONLYNUMERIC","PROCEDURE","MPPROC_FIX.prg","5607","todo","",""
"MPPROC_FIX","","XFOXERROR","PROCEDURE","MPPROC_FIX.prg","5633","todo","",""
"MPPROC_FIX","","XSQLERROR","PROCEDURE","MPPROC_FIX.prg","5697","todo","",""
"MPPROC_FIX","","XPrivateVariables","PROCEDURE","MPPROC_FIX.prg","5739","todo","",""
"MPPROC_FIX","","REMOVENULL","PROCEDURE","MPPROC_FIX.prg","5767","todo","",""
"MPPROC_FIX","","XLOGBOOKING","PROCEDURE","MPPROC_FIX.prg","5803","todo","",""
"MPPROC_FIX","","XCompileZZList","PROCEDURE","MPPROC_FIX.prg","5883","todo","",""
"MPPROC_FIX","","XCompileTrans","PROCEDURE","MPPROC_FIX.prg","5938","todo","",""
"MPPROC_FIX","","XCompileImages","PROCEDURE","MPPROC_FIX.prg","5998","todo","",""
"MPPROC_FIX","","XLOGADMIN","PROCEDURE","MPPROC_FIX.prg","6052","todo","",""
"MPPROC_FIX","","XPHONE10","PROCEDURE","MPPROC_FIX.prg","6076","todo","",""
"MPPROC_FIX","","XDIALPHONE10","PROCEDURE","MPPROC_FIX.prg","6106","todo","",""
"MPPROC_FIX","","XPAYSUM","PROCEDURE","MPPROC_FIX.prg","6133","todo","",""
"MPPROC_FIX","","CHR2NUM","PROCEDURE","MPPROC_FIX.prg","6160","todo","",""
"MPPROC_FIX","","XQUIT","PROCEDURE","MPPROC_FIX.prg","6178","todo","",""
"MPPROC_FIX","","XFVP","PROCEDURE","MPPROC_FIX.prg","6187","todo","",""
"MPPROC_FIX","","XQA","PROCEDURE","MPPROC_FIX.prg","6234","todo","",""
"MPPROC_FIX","","XINSERTQA","PROCEDURE","MPPROC_FIX.prg","6250","todo","",""
"MPPROC_FIX","","XUPDJOBS","PROCEDURE","MPPROC_FIX.prg","6316","todo","",""
"MPPROC_FIX","","XGOTNEW","PROCEDURE","MPPROC_FIX.prg","6348","todo","",""
"MPPROC_FIX","","XHITS_INSERT","PROCEDURE","MPPROC_FIX.prg","6369","todo","",""
"MPPROC_FIX","","XFUALERT","PROCEDURE","MPPROC_FIX.prg","6387","todo","",""
"MPPROC_FIX","","XCOOKIEMSG","PROCEDURE","MPPROC_FIX.prg","6409","todo","",""
"MPPROC_FIX","","XUPDDATE","PROCEDURE","MPPROC_FIX.prg","6447","todo","",""
"MPPROC_FIX","","XBLKDATES","PROCEDURE","MPPROC_FIX.prg","6475","todo","",""
"MPPROC_FIX","","XBLKDAY","PROCEDURE","MPPROC_FIX.prg","6538","todo","",""
"MPPROC_FIX","","XBLKVISUAL","PROCEDURE","MPPROC_FIX.prg","6571","todo","",""
"MPPROC_FIX","","XBLKVISDATES","PROCEDURE","MPPROC_FIX.prg","6594","todo","",""
"MPPROC_FIX","","XFROMSQL","PROCEDURE","MPPROC_FIX.prg","6634","todo","",""
"MPPROC_FIX","","XKILLAUTOREFRESH","PROCEDURE","MPPROC_FIX.prg","6667","todo","",""
"MPPROC_FIX","","XUPD_CST_JOBS","PROCEDURE","MPPROC_FIX.prg","6698","todo","",""
"MPPROC_FIX","","XPAGINGPROC","PROCEDURE","MPPROC_FIX.prg","6816","todo","",""
"MPPROC_FIX","","XPAGINGPROCSSS","PROCEDURE","MPPROC_FIX.prg","6879","todo","",""
"MPPROC_FIX","","XPAGINGXXX","PROCEDURE","MPPROC_FIX.prg","6961","todo","",""
"MPPROC_FIX","","XBLD_BOL","PROCEDURE","MPPROC_FIX.prg","6988","todo","",""
"MPPROC_FIX","","XVALIDUSER","PROCEDURE","MPPROC_FIX.prg","7069","todo","",""
"MPPROC_FIX","","XFIXSTART","PROCEDURE","MPPROC_FIX.prg","7122","todo","",""
"MPPROC_FIX","","XFIXSTARTA","PROCEDURE","MPPROC_FIX.prg","7158","todo","",""
"MPPROC_FIX","","XEMAILINDOCS_FIX","FUNCTION","MPPROC_FIX.prg","7185","todo","",""
"MPPROC_FIX","","XINSERT_T0_PE_FIX","PROCEDURE","MPPROC_FIX.prg","7478","todo","",""
"MPPROC_FIX","","XBLD_BOL_FIX","PROCEDURE","MPPROC_FIX.prg","7587","todo","",""
"MPPROC_FIX","","XVIEWEMAIL_FIX","PROCEDURE","MPPROC_FIX.prg","7632","todo","",""
"MPSTG","Storage","stgselect","FUNCTION","MPSTG.prg","32","todo","",""
"MPSTG","Storage","stgprocesswc","FUNCTION","MPSTG.prg","90","todo","",""
"MPSTG","Storage","stgprocessret","FUNCTION","MPSTG.prg","129","todo","",""
"MPSTG","Storage","stginfo","FUNCTION","MPSTG.prg","891","todo","",""
"MPSTG","Storage","stgwc","FUNCTION","MPSTG.prg","936","todo","",""
"MPSTG","Storage","stgret","FUNCTION","MPSTG.prg","1254","todo","",""
"MPSTG","Storage","ManualStgCrgWc","FUNCTION","MPSTG.prg","1515","todo","",""
"MPSTG","Storage","ManualStgCrgRet","FUNCTION","MPSTG.prg","1616","todo","",""
"MPSTG","Storage","stginvupdwc","FUNCTION","MPSTG.prg","1719","todo","",""
"MPSTG","Storage","stginvupdret","FUNCTION","MPSTG.prg","1752","todo","",""
"MPSTG","Storage","InOutStg","FUNCTION","MPSTG.prg","1842","todo","",""
"MPSTG","Storage","stgpayprintwc","FUNCTION","MPSTG.prg","1913","todo","",""
"MPSTG","Storage","PrintStgInvWc","FUNCTION","MPSTG.prg","2024","todo","",""
"MPSTG","Storage","vaultwc","FUNCTION","MPSTG.prg","2101","todo","",""
"MPSTG","Storage","vaultret","FUNCTION","MPSTG.prg","2139","todo","",""
"MPSTG","Storage","stgbillret","FUNCTION","MPSTG.prg","2239","todo","",""
"MPSTG","Storage","stginvlistwc","FUNCTION","MPSTG.prg","2389","todo","",""
"MPSTG","Storage","stgemailret","FUNCTION","MPSTG.prg","2452","todo","",""
"MPSTG","Storage","invprocess","FUNCTION","MPSTG.prg","2584","todo","",""
"MPSTG","Storage","storagewc","FUNCTION","MPSTG.prg","2767","todo","",""
"MPSTG","Storage","StorageEditWc","FUNCTION","MPSTG.prg","2815","todo","",""
"MPSTG","Storage","StorageEditRet","FUNCTION","MPSTG.prg","2924","todo","",""
"MPSTG","Storage","DeleteStorage","FUNCTION","MPSTG.prg","3090","todo","",""
"MPSTG","Storage","invoicetextwc","FUNCTION","MPSTG.prg","3157","todo","",""
"MPSTG","Storage","invoicetextret","FUNCTION","MPSTG.prg","3211","todo","",""
"MPUTIL","Utilities / config","zipwc","FUNCTION","MPUTIL.PRG","32","todo","",""
"MPUTIL","Utilities / config","phoneswc","FUNCTION","MPUTIL.PRG","151","todo","",""
"MPUTIL","Utilities / config","phonesret","FUNCTION","MPUTIL.PRG","181","todo","",""
"MPUTIL","Utilities / config","TIMETABLEWC","FUNCTION","MPUTIL.PRG","251","todo","",""
"MPUTIL","Utilities / config","TIMETABLEOPRWC","FUNCTION","MPUTIL.PRG","264","todo","",""
"MPUTIL","Utilities / config","REMOVEEMAIL","FUNCTION","MPUTIL.PRG","280","todo","",""
"MPUTIL","Utilities / config","CANCELREMOVAL","FUNCTION","MPUTIL.PRG","366","todo","",""
"MPUTIL","Utilities / config","mperror","FUNCTION","MPUTIL.PRG","409","todo","",""
"MPUTIL","Utilities / config","COOKIEINFO","FUNCTION","MPUTIL.PRG","420","todo","",""
"MPUTIL","Utilities / config","LAGOONCRM","FUNCTION","MPUTIL.PRG","449","todo","",""
"MPUTIL","Utilities / config","invocain","FUNCTION","MPUTIL.PRG","518","todo","",""
"MPUTIL","Utilities / config","IRELOLEADSXXXXX","FUNCTION","MPUTIL.PRG","568","todo","",""
"MPUTIL","Utilities / config","CONSAFFAIR","FUNCTION","MPUTIL.PRG","634","todo","",""
"MPUTIL","Utilities / config","printlabel","FUNCTION","MPUTIL.PRG","741","todo","",""
"MPUTIL","Utilities / config","TestOutgoingEmail","FUNCTION","MPUTIL.PRG","777","todo","",""
"MPUTIL","Utilities / config","SYSUP","FUNCTION","MPUTIL.PRG","809","todo","",""
"MPUTIL","Utilities / config","updatemiles","FUNCTION","MPUTIL.PRG","865","todo","",""
"MPUTIL","Utilities / config","oprtest","FUNCTION","MPUTIL.PRG","1013","todo","",""
"MPUTIL","Utilities / config","postxmlauto","FUNCTION","MPUTIL.PRG","1055","todo","",""
"MPUTIL","Utilities / config","postxmlauto","FUNCTION","MPUTIL.PRG","1081","todo","",""
"MPUTIL","Utilities / config","test_sqlwc","FUNCTION","MPUTIL.PRG","1110","todo","",""
"MPUTIL","Utilities / config","test_sqlret","FUNCTION","MPUTIL.PRG","1137","todo","",""
"MPUTIL","Utilities / config","CompileMenu","FUNCTION","MPUTIL.PRG","1219","todo","",""
"MPUTIL","Utilities / config","CompileListWc","FUNCTION","MPUTIL.PRG","1233","todo","",""
"MPUTIL","Utilities / config","CompileListRet","FUNCTION","MPUTIL.PRG","1304","todo","",""
"MPUTIL","Utilities / config","CompileWC","FUNCTION","MPUTIL.PRG","1392","todo","",""
"MPUTIL","Utilities / config","CompileWCS","FUNCTION","MPUTIL.PRG","1423","todo","",""
"MPUTIL","Utilities / config","LogEmail_Del","FUNCTION","MPUTIL.PRG","1455","todo","",""
"MPUTIL","Utilities / config","LineHaulAmt","FUNCTION","MPUTIL.PRG","1505","todo","",""
"MPUTIL","Utilities / config","AutoRefresh","FUNCTION","MPUTIL.PRG","1541","todo","",""
"MPUTIL","Utilities / config","AutoRefreshDel","FUNCTION","MPUTIL.PRG","1606","todo","",""
"MPUTIL","Utilities / config","BRSOFTXXXX","FUNCTION","MPUTIL.PRG","1670","todo","",""
"MPUTIL","Utilities / config","test_JOBSXXXX","FUNCTION","MPUTIL.PRG","1719","todo","",""
"MPUTIL","Utilities / config","XLAST_ENTRY_JOB_EST","FUNCTION","MPUTIL.PRG","1809","todo","",""
"MPUTIL","Utilities / config","PagesProc","FUNCTION","MPUTIL.PRG","1847","todo","",""
"MASTG","","HelloWorld","FUNCTION","Mastg.PRG","55","todo","",""
"MASTG","","stgprocesswc","FUNCTION","Mastg.PRG","66","todo","",""
"MAADMIN","","HelloWorld","FUNCTION","maAdmin.prg","55","todo","",""
"MAAUTO","","HelloWorld","FUNCTION","maAuto.prg","55","todo","",""
"MADIR","","HelloWorld","FUNCTION","maDir.prg","55","todo","",""
"MALEADS","","HelloWorld","FUNCTION","maLeads.prg","55","todo","",""
"MAAGENT","","HelloWorld","FUNCTION","maagent.prg","55","todo","",""
"MAAGENT","","agprocesswc","FUNCTION","maagent.prg","67","todo","",""
"MACHARGE","","chargeswc","FUNCTION","macharge.prg","32","todo","",""
"MACHARGE","","chargesret","FUNCTION","macharge.prg","911","todo","",""
"MACHARGE","","crgautowc","FUNCTION","macharge.prg","976","todo","",""
"MACHARGE","","CrgAutoProRet","FUNCTION","macharge.prg","1494","todo","",""
"MACHARGE","","bookingcrg","FUNCTION","macharge.prg","1882","todo","",""
"MACHARGE","","switchcflbs","FUNCTION","macharge.prg","2041","todo","",""
"MACHARGE","","switchtype","FUNCTION","macharge.prg","2156","todo","",""
"MACHARGE","","upduserwc","FUNCTION","macharge.prg","2291","todo","",""
"MACHARGE","","upduserret","FUNCTION","macharge.prg","2406","todo","",""
"MACHARGE","","emailjafwc","FUNCTION","macharge.prg","2479","todo","",""
"MACHARGE","","emailtoagent","FUNCTION","macharge.prg","2515","todo","",""
"MACHARGE","","fustatuswc","FUNCTION","macharge.prg","2563","todo","",""
"MACHARGE","","fustatusret","FUNCTION","macharge.prg","2589","todo","",""
"MACHARGE","","centralauto","FUNCTION","macharge.prg","2626","todo","",""
"MACHARGE","","centralautoemail","FUNCTION","macharge.prg","2843","todo","",""
"MACHARGE","","DRecalculate","FUNCTION","macharge.prg","2907","todo","",""
"MACHARGE","","EstOthersWc","FUNCTION","macharge.prg","2936","todo","",""
"MACHARGE","","EstOthersRet","FUNCTION","macharge.prg","3024","todo","",""
"MACHARGE","","UpdValue","FUNCTION","macharge.prg","3137","todo","",""
"MACHARGE","","EstMemoWc","FUNCTION","macharge.prg","3515","todo","",""
"MACHARGE","","EstMemoRet","FUNCTION","macharge.prg","3556","todo","",""
"MACHARGE","","SelectAutoWc","FUNCTION","macharge.prg","3621","todo","",""
"MACHARGE","","SelectAutoRet","FUNCTION","macharge.prg","3697","todo","",""
"MACHARGE","","DeleteAutoWc","FUNCTION","macharge.prg","3872","todo","",""
